"ONTOLOGY" "ID" "Description" "GeneRatio" "BgRatio" "pvalue" "p.adjust" "qvalue" "geneID" "Count"
"BP" "GO:0048599" "oocyte development" "5/334" "34/9111" 0.00745378648298876 0.0206412548759689 0.0109358008423302 "IGF1/TRIP13/AURKA/CTNNB1/FOXL2" 5
"BP" "GO:0070231" "T cell apoptotic process" "5/334" "34/9111" 0.00745378648298876 0.0206412548759689 0.0109358008423302 "BCL3/HIF1A/CD274/AKT1/IL7R" 5
"BP" "GO:0140718" "facultative heterochromatin formation" "5/334" "34/9111" 0.00745378648298876 0.0206412548759689 0.0109358008423302 "JARID2/KDM5A/DNMT1/MYC/SETDB1" 5
"BP" "GO:0043393" "regulation of protein binding" "8/334" "78/9111" 0.00754229424196683 0.0208716238402524 0.0110578510339874 "HDAC4/PRKACA/AURKA/PDGFB/TRIB3/AKT1/TERT/AURKB" 8
"BP" "GO:0007431" "salivary gland development" "4/334" "22/9111" 0.00768790039691479 0.0211849165431837 0.0112238344795289 "HGF/FGFR2/FGF10/EGFR" 4
"BP" "GO:0030219" "megakaryocyte differentiation" "4/334" "22/9111" 0.00768790039691479 0.0211849165431837 0.0112238344795289 "MYB/FLI1/KIT/PTPN11" 4
"BP" "GO:0046320" "regulation of fatty acid oxidation" "4/334" "22/9111" 0.00768790039691479 0.0211849165431837 0.0112238344795289 "AKT2/SOX9/AKT1/IRS2" 4
"BP" "GO:0050850" "positive regulation of calcium-mediated signaling" "4/334" "22/9111" 0.00768790039691479 0.0211849165431837 0.0112238344795289 "IGF1/ERBB3/PDGFRA/SYK" 4
"BP" "GO:0071402" "cellular response to lipoprotein particle stimulus" "4/334" "22/9111" 0.00768790039691479 0.0211849165431837 0.0112238344795289 "PPARG/AKT1/SYK/MYD88" 4
"BP" "GO:1904358" "positive regulation of telomere maintenance via telomere lengthening" "4/334" "22/9111" 0.00768790039691479 0.0211849165431837 0.0112238344795289 "MAPK1/HNRNPA2B1/CTNNB1/AURKB" 4
"BP" "GO:2000514" "regulation of CD4-positive, alpha-beta T cell activation" "6/334" "48/9111" 0.00777067279169273 0.0213979789716507 0.0113367156148426 "GATA3/BCL6/CD274/RARA/IRF4/CARD11" 6
"BP" "GO:0031214" "biomineral tissue development" "9/334" "95/9111" 0.00790083702836434 0.0216955104963622 0.0114943487392874 "IGF1/FGFR2/FGFR3/HIF1A/COL1A1/FGF23/SOX9/DDR2/HEY1" 9
"BP" "GO:0050954" "sensory perception of mechanical stimulus" "9/334" "95/9111" 0.00790083702836434 0.0216955104963622 0.0114943487392874 "FYN/COL1A1/NHERF1/CXCR4/PAX3/KIT/DDIT3/POU3F4/NTRK1" 9
"BP" "GO:0060759" "regulation of response to cytokine stimulus" "9/334" "95/9111" 0.00790083702836434 0.0216955104963622 0.0114943487392874 "HIF1A/IKBKB/CXCR4/PPARG/KLF4/SYK/PTPN11/PTPN1/IKBKE" 9
"BP" "GO:1902905" "positive regulation of supramolecular fiber organization" "9/334" "95/9111" 0.00790083702836434 0.0216955104963622 0.0114943487392874 "CDC42/MET/CCR7/USP8/PAK1/BRAF/RICTOR/FES/TRIM27" 9
"BP" "GO:0051656" "establishment of organelle localization" "17/334" "243/9111" 0.00798848003183698 0.0219208361153345 0.0116137269509592 "GAB2/FGF10/CDC42/DNM2/XPO1/HIF1A/PIK3CG/NHERF1/RAC2/NUF2/KIT/SYK/CTNNB1/PIK3CD/AURKB/FES/LYN" 17
"BP" "GO:0045621" "positive regulation of lymphocyte differentiation" "8/334" "79/9111" 0.00813257042850793 0.0223006333762859 0.0118149447175719 "SMARCE1/GATA3/BCL6/RARA/ITPKB/SYK/IL7R/PRKDC" 8
"BP" "GO:0007015" "actin filament organization" "17/334" "244/9111" 0.00830823522195526 0.0226598791732862 0.0120052742548528 "WAS/CTNNA2/CDC42/JAK2/MET/PIK3CA/CCR7/HIP1/RAC2/IQGAP1/PAK1/BRAF/PRKCI/RICTOR/SRC/TRIM27/TMSB4X" 17
"BP" "GO:0022412" "cellular process involved in reproduction in multicellular organism" "17/334" "244/9111" 0.00830823522195526 0.0226598791732862 0.0120052742548528 "IGF1/TRIP13/PRKACA/AURKA/GLI1/PIK3CA/INHBA/RARA/LGR5/AKT1/DDX4/KIT/CTNNB1/FOXL2/WT1/SRC/ETV5" 17
"BP" "GO:0001711" "endodermal cell fate commitment" "3/334" "12/9111" 0.00839411631503305 0.0226598791732862 0.0120052742548528 "GATA6/CTNNB1/SOX2" 3
"BP" "GO:0002295" "T-helper cell lineage commitment" "3/334" "12/9111" 0.00839411631503305 0.0226598791732862 0.0120052742548528 "IRF4/JAK1/STAT6" 3
"BP" "GO:0010640" "regulation of platelet-derived growth factor receptor signaling pathway" "3/334" "12/9111" 0.00839411631503305 0.0226598791732862 0.0120052742548528 "NHERF1/HIP1/SRC" 3
"BP" "GO:0030502" "negative regulation of bone mineralization" "3/334" "12/9111" 0.00839411631503305 0.0226598791732862 0.0120052742548528 "HIF1A/FGF23/SOX9" 3
"BP" "GO:0032717" "negative regulation of interleukin-8 production" "3/334" "12/9111" 0.00839411631503305 0.0226598791732862 0.0120052742548528 "BCL3/KLF4/TMSB4X" 3
"BP" "GO:0033688" "regulation of osteoblast proliferation" "3/334" "12/9111" 0.00839411631503305 0.0226598791732862 0.0120052742548528 "FGFR2/IGF1R/LRP5" 3
"BP" "GO:0034112" "positive regulation of homotypic cell-cell adhesion" "3/334" "12/9111" 0.00839411631503305 0.0226598791732862 0.0120052742548528 "JAK2/IL6ST/JAK1" 3
"BP" "GO:0035728" "response to hepatocyte growth factor" "3/334" "12/9111" 0.00839411631503305 0.0226598791732862 0.0120052742548528 "HGF/GAB1/CREB1" 3
"BP" "GO:0036035" "osteoclast development" "3/334" "12/9111" 0.00839411631503305 0.0226598791732862 0.0120052742548528 "FOXP1/NOTCH2/SRC" 3
"BP" "GO:0036344" "platelet morphogenesis" "3/334" "12/9111" 0.00839411631503305 0.0226598791732862 0.0120052742548528 "MPL/PTPN11/PRKDC" 3
"BP" "GO:0044539" "long-chain fatty acid import into cell" "3/334" "12/9111" 0.00839411631503305 0.0226598791732862 0.0120052742548528 "AKT2/AKT1/IRS2" 3
"BP" "GO:0060008" "Sertoli cell differentiation" "3/334" "12/9111" 0.00839411631503305 0.0226598791732862 0.0120052742548528 "SOX9/RARA/NTRK1" 3
"BP" "GO:0060716" "labyrinthine layer blood vessel development" "3/334" "12/9111" 0.00839411631503305 0.0226598791732862 0.0120052742548528 "MAPK1/AKT1/HEY1" 3
"BP" "GO:0072170" "metanephric tubule development" "3/334" "12/9111" 0.00839411631503305 0.0226598791732862 0.0120052742548528 "WWTR1/SOX9/YAP1" 3
"BP" "GO:0072567" "chemokine (C-X-C motif) ligand 2 production" "3/334" "12/9111" 0.00839411631503305 0.0226598791732862 0.0120052742548528 "FOXP1/KLF4/MYD88" 3
"BP" "GO:0098751" "bone cell development" "3/334" "12/9111" 0.00839411631503305 0.0226598791732862 0.0120052742548528 "FOXP1/NOTCH2/SRC" 3
"BP" "GO:0140354" "lipid import into cell" "3/334" "12/9111" 0.00839411631503305 0.0226598791732862 0.0120052742548528 "AKT2/AKT1/IRS2" 3
"BP" "GO:1903672" "positive regulation of sprouting angiogenesis" "3/334" "12/9111" 0.00839411631503305 0.0226598791732862 0.0120052742548528 "VEGFA/KLF4/JAK1" 3
"BP" "GO:1904948" "midbrain dopaminergic neuron differentiation" "3/334" "12/9111" 0.00839411631503305 0.0226598791732862 0.0120052742548528 "LRP6/SFRP2/CTNNB1" 3
"BP" "GO:2000341" "regulation of chemokine (C-X-C motif) ligand 2 production" "3/334" "12/9111" 0.00839411631503305 0.0226598791732862 0.0120052742548528 "FOXP1/KLF4/MYD88" 3
"BP" "GO:0022408" "negative regulation of cell-cell adhesion" "10/334" "113/9111" 0.0083963976345459 0.0226598791732862 0.0120052742548528 "FCGR2B/JAK2/VEGFA/BCL6/CD274/KLF4/ERBB2/AKT1/PDCD1LG2/NOTCH4" 10
"BP" "GO:0009880" "embryonic pattern specification" "5/334" "35/9111" 0.00844094002100337 0.0226864716728885 0.0120193630436061 "FGFR2/FGF10/FRS2/CTNNB1/WT1" 5
"BP" "GO:0045911" "positive regulation of DNA recombination" "5/334" "35/9111" 0.00844094002100337 0.0226864716728885 0.0120193630436061 "WAS/FUS/TNFSF13/STAT6/TRRAP" 5
"BP" "GO:0046633" "alpha-beta T cell proliferation" "5/334" "35/9111" 0.00844094002100337 0.0226864716728885 0.0120193630436061 "JAK2/TYK2/CD274/SYK/CARD11" 5
"BP" "GO:0072132" "mesenchyme morphogenesis" "5/334" "35/9111" 0.00844094002100337 0.0226864716728885 0.0120193630436061 "SOX9/MDM2/MYC/HEY1/MDM4" 5
"BP" "GO:1903350" "response to dopamine" "5/334" "35/9111" 0.00844094002100337 0.0226864716728885 0.0120193630436061 "GNB1/GNAS/NHERF1/NCSTN/HDAC2" 5
"BP" "GO:1903351" "cellular response to dopamine" "5/334" "35/9111" 0.00844094002100337 0.0226864716728885 0.0120193630436061 "GNB1/GNAS/NHERF1/NCSTN/HDAC2" 5
"BP" "GO:0000018" "regulation of DNA recombination" "7/334" "64/9111" 0.00863606994861039 0.0231791644858736 0.0122803932237782 "WAS/FUS/BCL6/TNFSF13/STAT6/IL7R/TRRAP" 7
"BP" "GO:0010951" "negative regulation of endopeptidase activity" "7/334" "64/9111" 0.00863606994861039 0.0231791644858736 0.0122803932237782 "HGF/VEGFA/BCL2L12/RAF1/KLF4/AKT1/SRC" 7
"BP" "GO:0009617" "response to bacterium" "25/334" "411/9111" 0.00879534798981678 0.0235905300834184 0.0124983359930123 "FGFR2/BCL3/FGF10/FCGR2B/JAK2/MAPK1/TFEB/FOXP1/CD274/CCR7/RARA/NOTCH2/CDK4/AKT1/IKZF3/FGF19/SYK/IL7R/PPM1D/KLHL6/MYD88/HDAC2/SRC/PDCD1LG2/LYN" 25
"BP" "GO:0001836" "release of cytochrome c from mitochondria" "4/334" "23/9111" 0.00904258065120117 0.024121744714693 0.0127797751519713 "IGF1/HGF/AKT1/MCL1" 4
"BP" "GO:0030890" "positive regulation of B cell proliferation" "4/334" "23/9111" 0.00904258065120117 0.024121744714693 0.0127797751519713 "NFATC2/BCL6/IRS2/CARD11" 4
"BP" "GO:0031076" "embryonic camera-type eye development" "4/334" "23/9111" 0.00904258065120117 0.024121744714693 0.0127797751519713 "FGF10/RARA/ZEB1/FRS2" 4
"BP" "GO:0034694" "response to prostaglandin" "4/334" "23/9111" 0.00904258065120117 0.024121744714693 0.0127797751519713 "GNB1/YY1/CCR7/AKT1" 4
"BP" "GO:0042789" "mRNA transcription by RNA polymerase II" "4/334" "23/9111" 0.00904258065120117 0.024121744714693 0.0127797751519713 "CREB1/RARA/PPARG/NCOA2" 4
"BP" "GO:0043388" "positive regulation of DNA binding" "4/334" "23/9111" 0.00904258065120117 0.024121744714693 0.0127797751519713 "IGF1/GATA3/PPARG/SKI" 4
"BP" "GO:0046641" "positive regulation of alpha-beta T cell proliferation" "4/334" "23/9111" 0.00904258065120117 0.024121744714693 0.0127797751519713 "JAK2/TYK2/SYK/CARD11" 4
"BP" "GO:1903670" "regulation of sprouting angiogenesis" "4/334" "23/9111" 0.00904258065120117 0.024121744714693 0.0127797751519713 "PIK3CB/VEGFA/KLF4/JAK1" 4
"BP" "GO:0097435" "supramolecular fiber organization" "27/334" "456/9111" 0.00929521001736547 0.0247788071386835 0.0131278888617683 "WAS/CTNNA2/CDC42/FUS/JAK2/MET/COL1A1/PIK3CA/CCR7/HIP1/RAC2/PDGFRA/MDM2/USP8/FURIN/IQGAP1/SFRP2/PAK1/BRAF/DDR2/PRKCI/ATXN7/RICTOR/FES/SRC/TRIM27/TMSB4X" 27
"BP" "GO:0048285" "organelle fission" "17/334" "247/9111" 0.00932964183687655 0.0248537098220662 0.0131675725356996 "IGF1/CDC42/TRIP13/AURKA/PDGFB/CCNE1/HOXA13/KDR/PPARG/NUF2/MKI67/DDX4/LRP5/IGF2/INSR/AURKB/CALR" 17
"BP" "GO:0009581" "detection of external stimulus" "7/334" "65/9111" 0.00938311184890611 0.0249284569364303 0.0132071737886823 "FYN/CXCR4/EPHB1/KIT/CTNNB1/CDH2/NTRK1" 7
"BP" "GO:0010469" "regulation of signaling receptor activity" "7/334" "65/9111" 0.00938311184890611 0.0249284569364303 0.0132071737886823 "FCGR2B/JAK2/HIF1A/NCOA3/PPARG/MUC4/HDAC2" 7
"BP" "GO:0045833" "negative regulation of lipid metabolic process" "7/334" "65/9111" 0.00938311184890611 0.0249284569364303 0.0132071737886823 "PDGFB/TRIB3/PIK3CG/SOX9/AKT1/FGF19/ATP1A1" 7
"BP" "GO:0071346" "cellular response to type II interferon" "7/334" "65/9111" 0.00938311184890611 0.0249284569364303 0.0132071737886823 "WAS/CDC42/JAK2/TYK2/RAF1/PPARG/JAK1" 7
"BP" "GO:0051048" "negative regulation of secretion" "8/334" "81/9111" 0.00941631208000547 0.0249828320499942 0.013235981892467 "ERBB3/FCGR2B/FGF23/INHBA/RAP1B/NRG1/BRAF/PTPN11" 8
"BP" "GO:0051092" "positive regulation of NF-kappaB transcription factor activity" "8/334" "81/9111" 0.00941631208000547 0.0249828320499942 0.013235981892467 "MAP3K13/ERC1/IKBKB/RPS6KA4/PRKCI/MYD88/CARD11/NTRK1" 8
"BP" "GO:0019722" "calcium-mediated signaling" "10/334" "115/9111" 0.0094559124435512 0.0250511633789613 0.013272184042451 "IGF1/ERBB3/PRKACA/NFATC2/CXCR4/PLCG1/CCR7/KDR/PDGFRA/SYK" 10
"BP" "GO:0006096" "glycolytic process" "6/334" "50/9111" 0.00946760328516811 0.0250511633789613 0.013272184042451 "IGF1/HDAC4/PRKACA/HIF1A/INSR/ZBTB20" 6
"BP" "GO:0051591" "response to cAMP" "6/334" "50/9111" 0.00946760328516811 0.0250511633789613 0.013272184042451 "PIK3CG/COL1A1/RAP1B/GATA6/BRAF/WT1" 6
"BP" "GO:0090100" "positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway" "6/334" "50/9111" 0.00946760328516811 0.0250511633789613 0.013272184042451 "JAK2/INHBA/KDR/PPARG/NOTCH2/GATA6" 6
"BP" "GO:0015909" "long-chain fatty acid transport" "5/334" "36/9111" 0.0095150671762639 0.0251090273030663 0.0133028405288792 "AKT2/PPARG/AKT1/SYK/IRS2" 5
"BP" "GO:0030225" "macrophage differentiation" "5/334" "36/9111" 0.0095150671762639 0.0251090273030663 0.0133028405288792 "CDC42/GATA3/VEGFA/INHBA/MYD88" 5
"BP" "GO:0032206" "positive regulation of telomere maintenance" "5/334" "36/9111" 0.0095150671762639 0.0251090273030663 0.0133028405288792 "MAPK1/YY1/HNRNPA2B1/CTNNB1/AURKB" 5
"BP" "GO:1904356" "regulation of telomere maintenance via telomere lengthening" "5/334" "36/9111" 0.0095150671762639 0.0251090273030663 0.0133028405288792 "MAPK1/HNRNPA2B1/CTNNB1/AURKB/SRC" 5
"BP" "GO:0046488" "phosphatidylinositol metabolic process" "8/334" "82/9111" 0.010112087501163 0.0266665533296799 0.0141280226477058 "PIK3CB/PDGFB/PIK3CG/PIK3CA/PLCG1/PIK3C2B/ITPKB/PIK3CD" 8
"BP" "GO:0006090" "pyruvate metabolic process" "7/334" "66/9111" 0.0101763733922872 0.0268000598599564 0.0141987548214534 "IGF1/HDAC4/PRKACA/HIF1A/PDK1/INSR/ZBTB20" 7
"BP" "GO:0030278" "regulation of ossification" "7/334" "66/9111" 0.0101763733922872 0.0268000598599564 0.0141987548214534 "MAPK1/HIF1A/FGF23/SOX9/DDR2/PTPN11/PBX1" 7
"BP" "GO:0120034" "positive regulation of plasma membrane bounded cell projection assembly" "6/334" "51/9111" 0.0104083513989798 0.0273081090436465 0.0144679208544455 "CDC42/HSP90AA1/PIK3CA/CCR7/RAC2/KIT" 6
"BP" "GO:0002828" "regulation of type 2 immune response" "4/334" "24/9111" 0.0105438937142619 0.0273081090436465 0.0144679208544455 "GATA3/BCL6/RARA/STAT6" 4
"BP" "GO:0003161" "cardiac conduction system development" "4/334" "24/9111" 0.0105438937142619 0.0273081090436465 0.0144679208544455 "CDC42/NOTCH2/GATA6/HEY1" 4
"BP" "GO:0010719" "negative regulation of epithelial to mesenchymal transition" "4/334" "24/9111" 0.0105438937142619 0.0273081090436465 0.0144679208544455 "GATA3/FOXA1/NKX2-1/SFRP2" 4
"BP" "GO:0021575" "hindbrain morphogenesis" "4/334" "24/9111" 0.0105438937142619 0.0273081090436465 0.0144679208544455 "GLI1/SMO/MAP2K1/PTPN11" 4
"BP" "GO:0032620" "interleukin-17 production" "4/334" "24/9111" 0.0105438937142619 0.0273081090436465 0.0144679208544455 "JAK2/TYK2/MYD88/DDIT3" 4
"BP" "GO:0032660" "regulation of interleukin-17 production" "4/334" "24/9111" 0.0105438937142619 0.0273081090436465 0.0144679208544455 "JAK2/TYK2/MYD88/DDIT3" 4
"BP" "GO:0046006" "regulation of activated T cell proliferation" "4/334" "24/9111" 0.0105438937142619 0.0273081090436465 0.0144679208544455 "IGF1/CD274/IGF2/PDCD1LG2" 4
"BP" "GO:0001502" "cartilage condensation" "3/334" "13/9111" 0.0106198201836403 0.0273081090436465 0.0144679208544455 "FGF4/FGF6/SOX9" 3
"BP" "GO:0003299" "muscle hypertrophy in response to stress" "3/334" "13/9111" 0.0106198201836403 0.0273081090436465 0.0144679208544455 "HDAC4/PPARG/GATA6" 3
"BP" "GO:0010661" "positive regulation of muscle cell apoptotic process" "3/334" "13/9111" 0.0106198201836403 0.0273081090436465 0.0144679208544455 "E2F3/PPARG/GATA6" 3
"BP" "GO:0010667" "negative regulation of cardiac muscle cell apoptotic process" "3/334" "13/9111" 0.0106198201836403 0.0273081090436465 0.0144679208544455 "JAK2/NFE2L2/SFRP2" 3
"BP" "GO:0014887" "cardiac muscle adaptation" "3/334" "13/9111" 0.0106198201836403 0.0273081090436465 0.0144679208544455 "HDAC4/PPARG/GATA6" 3
"BP" "GO:0014898" "cardiac muscle hypertrophy in response to stress" "3/334" "13/9111" 0.0106198201836403 0.0273081090436465 0.0144679208544455 "HDAC4/PPARG/GATA6" 3
"BP" "GO:0021854" "hypothalamus development" "3/334" "13/9111" 0.0106198201836403 0.0273081090436465 0.0144679208544455 "NKX2-1/CTNNB1/POU3F2" 3
"BP" "GO:0031290" "retinal ganglion cell axon guidance" "3/334" "13/9111" 0.0106198201836403 0.0273081090436465 0.0144679208544455 "VEGFA/EPHA7/EPHB1" 3
"BP" "GO:0031571" "mitotic G1 DNA damage checkpoint signaling" "3/334" "13/9111" 0.0106198201836403 0.0273081090436465 0.0144679208544455 "CCND1/MDM2/PRKDC" 3
"BP" "GO:0031998" "regulation of fatty acid beta-oxidation" "3/334" "13/9111" 0.0106198201836403 0.0273081090436465 0.0144679208544455 "AKT2/AKT1/IRS2" 3
"BP" "GO:0032634" "interleukin-5 production" "3/334" "13/9111" 0.0106198201836403 0.0273081090436465 0.0144679208544455 "GATA3/RARA/CRLF2" 3
"BP" "GO:0032674" "regulation of interleukin-5 production" "3/334" "13/9111" 0.0106198201836403 0.0273081090436465 0.0144679208544455 "GATA3/RARA/CRLF2" 3
"BP" "GO:0032693" "negative regulation of interleukin-10 production" "3/334" "13/9111" 0.0106198201836403 0.0273081090436465 0.0144679208544455 "FCGR2B/CD274/PDCD1LG2" 3
"BP" "GO:0034698" "response to gonadotropin" "3/334" "13/9111" 0.0106198201836403 0.0273081090436465 0.0144679208544455 "INHBA/GATA6/WT1" 3
"BP" "GO:0035089" "establishment of apical/basal cell polarity" "3/334" "13/9111" 0.0106198201836403 0.0273081090436465 0.0144679208544455 "CDC42/NHERF1/PRKCI" 3
"BP" "GO:0044819" "mitotic G1/S transition checkpoint signaling" "3/334" "13/9111" 0.0106198201836403 0.0273081090436465 0.0144679208544455 "CCND1/MDM2/PRKDC" 3
"BP" "GO:0050965" "detection of temperature stimulus involved in sensory perception of pain" "3/334" "13/9111" 0.0106198201836403 0.0273081090436465 0.0144679208544455 "CXCR4/EPHB1/NTRK1" 3
"BP" "GO:0060391" "positive regulation of SMAD protein signal transduction" "3/334" "13/9111" 0.0106198201836403 0.0273081090436465 0.0144679208544455 "JAK2/INHBA/PPARG" 3
"BP" "GO:0060445" "branching involved in salivary gland morphogenesis" "3/334" "13/9111" 0.0106198201836403 0.0273081090436465 0.0144679208544455 "HGF/FGFR2/FGF10" 3
"BP" "GO:0061162" "establishment of monopolar cell polarity" "3/334" "13/9111" 0.0106198201836403 0.0273081090436465 0.0144679208544455 "CDC42/NHERF1/PRKCI" 3
"BP" "GO:0061318" "renal filtration cell differentiation" "3/334" "13/9111" 0.0106198201836403 0.0273081090436465 0.0144679208544455 "NOTCH2/IQGAP1/WT1" 3
"BP" "GO:0061339" "establishment or maintenance of monopolar cell polarity" "3/334" "13/9111" 0.0106198201836403 0.0273081090436465 0.0144679208544455 "CDC42/NHERF1/PRKCI" 3
"BP" "GO:0072112" "podocyte differentiation" "3/334" "13/9111" 0.0106198201836403 0.0273081090436465 0.0144679208544455 "NOTCH2/IQGAP1/WT1" 3
"BP" "GO:0072311" "glomerular epithelial cell differentiation" "3/334" "13/9111" 0.0106198201836403 0.0273081090436465 0.0144679208544455 "NOTCH2/IQGAP1/WT1" 3
"BP" "GO:1902001" "fatty acid transmembrane transport" "3/334" "13/9111" 0.0106198201836403 0.0273081090436465 0.0144679208544455 "AKT2/AKT1/IRS2" 3
"BP" "GO:1903306" "negative regulation of regulated secretory pathway" "3/334" "13/9111" 0.0106198201836403 0.0273081090436465 0.0144679208544455 "FCGR2B/RAP1B/BRAF" 3
"BP" "GO:1903429" "regulation of cell maturation" "3/334" "13/9111" 0.0106198201836403 0.0273081090436465 0.0144679208544455 "MAP3K13/AURKA/BCL11A" 3
"BP" "GO:2000269" "regulation of fibroblast apoptotic process" "3/334" "13/9111" 0.0106198201836403 0.0273081090436465 0.0144679208544455 "TP63/PIK3CG/PIK3CA" 3
"BP" "GO:0007160" "cell-matrix adhesion" "11/334" "135/9111" 0.0106400968857544 0.0273423314863787 0.0144860520107296 "PIK3CB/MAP4K4/CDK6/VEGFA/BCL6/CCR7/RRAS/KDR/MUC4/CTNNB1/SRC" 11
"BP" "GO:0002200" "somatic diversification of immune receptors" "5/334" "37/9111" 0.0106796518167485 0.0273722754597786 0.0145019164206939 "YY1/BCL6/TNFSF13/STAT6/PRKDC" 5
"BP" "GO:0003197" "endocardial cushion development" "5/334" "37/9111" 0.0106796518167485 0.0273722754597786 0.0145019164206939 "ERBB3/SOX9/MDM2/HEY1/MDM4" 5
"BP" "GO:0030330" "DNA damage response, signal transduction by p53 class mediator" "5/334" "37/9111" 0.0106796518167485 0.0273722754597786 0.0145019164206939 "BCL3/DDX5/MDM2/PPM1D/MDM4" 5
"BP" "GO:0040014" "regulation of multicellular organism growth" "5/334" "37/9111" 0.0106796518167485 0.0273722754597786 0.0145019164206939 "CREB1/PIK3CA/SMO/IGF2/POU3F2" 5
"BP" "GO:0009615" "response to virus" "15/334" "211/9111" 0.0107410498798472 0.0275116708410707 0.014575768525971 "BCL3/HSP90AA1/JAK2/HIF1A/IKBKB/TYK2/CDK6/GATA3/CXCR4/HMGA2/JAK1/MYD88/CALR/TRIM27/IKBKE" 15
"BP" "GO:1901991" "negative regulation of mitotic cell cycle phase transition" "8/334" "83/9111" 0.010845335695806 0.0277425666690631 0.014698097851655 "TRIP13/CCND1/INHBA/MDM2/KLF4/NUF2/AURKB/PRKDC" 8
"BP" "GO:1990266" "neutrophil migration" "8/334" "83/9111" 0.010845335695806 0.0277425666690631 0.014698097851655 "PIK3CG/CSF3R/CCR7/RAC2/VAV1/SYK/PIK3CD/MYD88" 8
"BP" "GO:0010948" "negative regulation of cell cycle process" "12/334" "154/9111" 0.0109560090080819 0.0280074132558394 0.0148384143946249 "TRIP13/CCND1/BCL6/INHBA/MDM2/KLF4/CUL4A/NUF2/AURKB/PTPN11/SOX2/PRKDC" 12
"BP" "GO:0010466" "negative regulation of peptidase activity" "7/334" "67/9111" 0.0110174148017639 0.0281277395459476 0.014902163636259 "HGF/VEGFA/BCL2L12/RAF1/KLF4/AKT1/SRC" 7
